PROJECT	DDE_NUM	DDE_TYPE	DATE_EN_AFFINAGE	DATE_PRET	DELAI	DDE_STATUT	DATE_LAST_UPDATE
BOA	BOA-1354	Bogue	2016-12-28 11:19:44	2016-12-28 11:19:49	0	Testé	2017-02-21 10:20:22
WEB	WEB-255	Story	2016-12-28 11:54:14	2016-12-28 11:54:18	0	Réalisé	2017-01-02 09:59:06
BEA	BEA-1242	Story	2016-12-28 14:46:10	2016-12-30 10:04:40	2	Testé	2017-01-26 17:13:57
BEA	BEA-1243	Story	2016-12-29 11:26:29	2016-12-29 11:26:30	0	Publié	2017-01-20 09:14:40
EXTR	EXTR-821	Story	2017-02-09 13:34:29	NULL	NULL	En Affinage	2017-02-09 13:34:29
WEB	WEB-256	Story	2016-12-29 14:43:41	2016-12-29 14:43:43	0	Prêt	2017-02-15 09:08:04
BOA	BOA-1355	Story	2016-12-29 14:45:08	2016-12-29 14:45:16	0	Prêt	2017-02-14 12:35:43
BOA	BOA-1356	Bogue	NULL	NULL	NULL	Nouveau	2016-12-29 17:30:07
EXTR	EXTR-823	Story	2017-01-02 08:20:17	NULL	NULL	En Affinage	2017-01-02 08:20:17
EXTR	EXTR-824	Story	2017-01-02 08:51:41	NULL	NULL	En Affinage	2017-02-20 14:32:29
EXTR	EXTR-825	Bogue	NULL	NULL	NULL	Nouveau	2017-01-02 11:42:15
EXTR	EXTR-826	Bogue	2017-01-02 15:24:57	2017-01-02 15:25:00	0	Testé	2017-02-15 11:42:05
PARL	PARL-124	Story	2017-01-03 09:51:42	2017-01-10 16:31:24	7	Prêt	2017-02-20 11:08:03
PARL	PARL-125	Story	2017-01-03 09:51:40	2017-01-27 13:16:28	24	Prêt	2017-02-20 11:08:14
PARL	PARL-126	Bogue	2017-01-03 10:28:32	2017-01-03 10:28:35	0	En cours	2017-01-11 07:53:21
ST	ST-20	Epic	NULL	NULL	NULL	À faire	2017-01-03 11:02:10
SYR	SYR-77	Story	NULL	NULL	NULL	Nouveau	2017-01-03 13:31:11
BI	BI-136	Story	2017-01-03 13:36:08	NULL	NULL	Nouveau	2017-01-20 15:41:53
LABS	LABS-37	Tâche	NULL	NULL	NULL	Fait	2017-02-14 18:34:45
EXTR	EXTR-827	Bogue	2017-01-04 13:30:17	NULL	NULL	En Affinage	2017-01-04 13:31:00
BEA	BEA-1296	Story	NULL	NULL	NULL	Nouveau	2017-01-04 14:10:31
BEA	BEA-1297	Bogue	2017-01-05 10:14:59	2017-01-05 10:15:01	0	Testé	2017-01-30 16:55:45
BEA	BEA-1298	Story	2017-01-05 10:29:52	NULL	NULL	En Affinage	2017-01-23 10:37:14
BEA	BEA-1299	Story	2017-01-05 16:47:36	NULL	NULL	Nouveau	2017-02-02 09:10:25
BEA	BEA-1300	Bogue	2017-01-05 17:05:16	2017-01-05 17:05:24	0	Testé	2017-02-23 10:46:55
BEA	BEA-1301	Sous-tâche	NULL	NULL	NULL	Fait	2017-01-11 13:39:01
BEA	BEA-1302	Bogue	2017-01-06 12:02:26	2017-01-09 12:41:50	3	Fermé	2017-01-19 09:34:38
BEA	BEA-1303	Bogue	2017-01-09 08:00:45	2017-01-09 08:00:47	0	Fermé	2017-02-06 09:21:05
BOA	BOA-1358	Bogue	2017-01-09 08:09:57	2017-01-09 08:10:00	0	En cours	2017-01-26 15:32:19
BOA	BOA-1359	Bogue	2017-01-09 08:16:11	2017-01-09 08:16:17	0	Fermé	2017-01-30 11:29:24
BOA	BOA-1360	Bogue	2017-01-09 08:18:25	2017-01-09 08:18:32	0	Fermé	2017-01-30 11:30:24
BEA	BEA-1304	Bogue	2017-01-09 12:29:26	2017-01-09 12:29:28	0	Fermé	2017-01-17 10:37:48
BEA	BEA-1305	Bogue	2017-01-09 12:32:44	2017-01-09 12:32:46	0	Fermé	2017-01-17 10:37:48
BI	BI-137	Story	2017-01-10 09:11:47	2017-01-10 09:11:49	0	Réalisé	2017-01-12 11:21:27
IOT	IOT-5	Tâche	NULL	NULL	NULL	En cours	2017-02-02 10:51:03
IOT	IOT-6	Tâche	NULL	NULL	NULL	En cours	2017-02-21 16:15:13
IOT	IOT-7	Tâche	NULL	NULL	NULL	Fait	2017-02-02 13:37:48
PARL	PARL-127	Bogue	2017-01-11 08:44:44	2017-01-11 08:44:46	0	Fermé	2017-01-12 13:06:37
BEA	BEA-1306	Story	2017-01-11 09:21:40	2017-01-23 10:54:13	12	Vérifié	2017-02-24 16:35:37
EXTR	EXTR-828	Bogue	2017-01-11 13:45:11	2017-02-14 08:38:02	34	Testé	2017-02-15 12:12:25
BI	BI-138	Bogue	2017-01-11 14:52:27	2017-01-11 14:52:30	0	Réalisé	2017-02-09 16:31:56
BEA	BEA-1307	Bogue	2017-01-11 15:40:44	2017-01-11 15:40:45	0	Fermé	2017-01-23 15:26:02
BDL	BDL-16	Sous-tâche	NULL	NULL	NULL	À faire	2017-01-11 15:45:40
EXTR	EXTR-829	Bogue	2017-01-11 16:24:40	2017-01-19 14:38:15	8	Fermé	2017-01-25 14:12:15
EXTR	EXTR-830	Bogue	2017-01-11 16:16:54	2017-01-25 15:51:48	14	Testé	2017-02-22 14:10:44
EXTR	EXTR-831	Bogue	2017-01-12 09:07:29	2017-01-12 09:07:35	0	Fermé	2017-01-25 11:37:56
EXTR	EXTR-832	Bogue	2017-01-12 09:06:43	2017-01-12 09:06:49	0	Fermé	2017-02-07 17:17:27
LABS	LABS-38	Tâche	NULL	NULL	NULL	Fait	2017-01-30 10:58:18
EXTR	EXTR-833	Bogue	2017-01-12 13:34:54	2017-01-12 13:34:55	0	Testé	2017-01-25 14:48:39
EXTR	EXTR-834	Bogue	2017-01-12 16:28:40	2017-01-12 16:29:36	0	Prêt	2017-02-22 16:59:12
EXTR	EXTR-835	Story	2017-01-12 16:52:53	2017-01-12 17:47:40	0	Publié	2017-02-22 12:45:48
LABS	LABS-39	Tâche	NULL	NULL	NULL	En cours	2017-01-16 11:49:55
LABS	LABS-40	Tâche	NULL	NULL	NULL	À faire	2017-01-13 08:36:02
BEA	BEA-1308	Sous-tâche	NULL	NULL	NULL	À faire	2017-01-16 16:40:29
LABS	LABS-41	Tâche	NULL	NULL	NULL	Fait	2017-01-30 10:58:02
BOA	BOA-1363	Bogue	2017-01-17 07:48:37	2017-01-17 07:48:46	0	Prêt	2017-02-20 15:42:52
BOA	BOA-1364	Bogue	2017-01-18 10:25:59	2017-01-18 10:26:06	0	Fermé	2017-01-30 11:31:26
BEA	BEA-1309	Story	2017-01-18 11:52:55	2017-01-27 13:29:19	9	En cours	2017-01-27 13:29:33
BEA	BEA-1310	Sous-tâche	NULL	NULL	NULL	Fait	2017-01-18 13:30:12
BEA	BEA-1311	Sous-tâche	NULL	NULL	NULL	À faire	2017-01-18 13:20:39
BI	BI-139	Story	2017-01-18 18:17:47	2017-01-18 18:17:50	0	Testé	2017-02-03 10:52:35
BI	BI-140	Story	2017-01-18 18:22:29	2017-01-18 18:22:31	0	Réalisé	2017-02-20 15:45:35
BI	BI-141	Bogue	2017-01-18 18:25:43	2017-01-18 18:25:46	0	Réalisé	2017-02-09 16:30:34
BEA	BEA-1312	Story	2017-01-19 14:09:55	NULL	NULL	En Affinage	2017-01-19 14:10:12
BEA	BEA-1313	Bogue	2017-01-24 17:40:36	2017-01-24 17:40:39	0	Fermé	2017-01-25 18:17:15
ST	ST-21	Epic	NULL	NULL	NULL	À faire	2017-02-17 16:51:23
ST	ST-22	Epic	NULL	NULL	NULL	À faire	2017-01-20 18:37:28
ST	ST-23	Epic	NULL	NULL	NULL	In Progress	2017-02-17 16:55:24
ST	ST-24	Epic	NULL	NULL	NULL	À faire	2017-02-23 15:13:16
ST	ST-25	Epic	NULL	NULL	NULL	À faire	2017-01-20 17:15:56
LABS	LABS-42	Tâche	NULL	NULL	NULL	Fait	2017-01-30 10:57:02
BOA	BOA-1365	Story	2017-01-20 15:03:12	2017-02-17 16:50:08	28	Prêt	2017-02-20 15:30:57
BOA	BOA-1366	Story	2017-01-20 15:08:55	2017-02-17 16:50:44	28	Prêt	2017-02-20 15:38:52
ST	ST-26	Epic	2017-01-20 15:28:57	NULL	NULL	In Progress	2017-02-21 09:43:31
EXTR	EXTR-839	Story	2017-01-20 15:42:06	2017-02-17 16:47:17	28	Prêt	2017-02-22 16:32:26
